         22117845 function calls (22082351 primitive calls) in 663.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\cell_range.py:426(__init__)
       35    0.000    0.000    0.030    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:1070(__init__)
      440    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
      217    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\component.py:590(getname)
      144    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\meta.py:92(__init__)
      124    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:2308(is_integer)
      361    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\logging\__init__.py:1276(disable)
        3    0.000    0.000    0.009    0.003 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:295(process_result_normal)
       33    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
      372    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\util\version\__init__.py:468(_parse_letter_version)
      164    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:2413(_iter_impl)
     33/1    0.000    0.000    0.043    0.043 {built-in method builtins.exec}
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:589(_buffered_line)
       11    0.000    0.000    0.052    0.005 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\json\decoder.py:332(decode)
       65    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\numpy\core\_methods.py:60(_all)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:1279(count_empty_vals)
      169    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\global_set.py:70(__iter__)
        2    0.000    0.000    0.206    0.103 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\solver\shellcmd.py:259(_postsolve)
       64    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\ops\common.py:75(get_op_result_name)
      294    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\missing.py:911(clean_reindex_fill_method)
      189    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:540(_ensure_array)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\formatting\formatting.py:61(__init__)
       63    0.000    0.000    0.014    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\series.py:5276(isna)
      126    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\common.py:1109(_is_binary_mode)
       11    0.000    0.000    0.058    0.005 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\json\__init__.py:274(load)
       64    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:679(<listcomp>)
       32    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\constraint.py:706(__new__)
      162    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\julia\libjulia.py:113(__getattr__)
      144    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\meta.py:209(__init__)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:409(<listcomp>)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\util\version\__init__.py:144(__lt__)
      192    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:679(<genexpr>)
      126    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:5278(<genexpr>)
      489    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\component.py:517(is_constructed)
      313    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\flags.py:51(allows_duplicate_labels)
      378    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
      540    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1418(isordered)
       63    0.000    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\common.py:123(__exit__)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\numbers.py:187(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:280(addSet)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:244(get_bus_dual_normal)
       20    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\attrconverters.py:29(make_NCName)
      189    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\base.py:55(<genexpr>)
      124    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\named_styles.py:91(xfId)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\compat\_optional.py:66(get_version)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\blocks.py:310(_slice)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\child.py:15(avoid_duplicate_name)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(find_spec)
       93    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\networkx\classes\graph.py:482(add_node)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\properties.py:39(__init__)
      126    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:1552(get_dtype)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\nanops.py:213(_maybe_get_mask)
      110    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\networkx\classes\multigraph.py:387(new_edge_key)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\managers.py:618(consolidate)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
        2    0.000    0.000    0.008    0.004 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\input_output_function.py:251(output_data2Json)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\readers.py:1354(_clean_na_values)
       64    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      186    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:6299(_validate_indexer)
      189    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:937(dtype)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:803(is_)
      251    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:792(_check_comments)
      224    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:282(constant)
      153    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:373(is_indexed)
       64    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\random.py:237(_randbelow_with_getrandbits)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\workbook.py:318(sheetnames)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
      463    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\component.py:970(is_indexed)
       62    0.000    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\series.py:938(_slice)
        1    0.000    0.000    0.001    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_odfreader.py:82(get_sheet_data)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1509(_get_spec)
      209    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:4024(dimen)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\excel.py:99(__set__)
      199    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\enum.py:792(value)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\named_styles.py:171(names)
       11    0.000    0.000    0.052    0.005 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\json\__init__.py:299(loads)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:312(<listcomp>)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\nested.py:97(from_tree)
        2    0.000    0.000    0.039    0.020 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:188(load_from)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\named_styles.py:251(__init__)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
       17    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\collections\bunch.py:30(__init__)
       66    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:385(cached)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\worksheet.py:453(rows)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:543(<dictcomp>)
       42    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:396(<listcomp>)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_base.py:1499(__del__)
       21    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:337(__init__)
      206    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\expr\visitor.py:1091(visit)
       42    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:379(<listcomp>)
        1    0.000    0.000    0.719    0.719 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\opendocument.py:872(__loadxmlparts)
      250    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        4    0.000    0.000    0.716    0.179 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\xmlreader.py:115(parse)
      123    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:390(__len__)
        1    0.000    0.000    0.023    0.023 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\document.py:7(<module>)
      231    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
      375    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1135(isfinite)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\differential.py:62(__init__)
        1    0.000    0.000    0.043    0.043 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\__init__.py:21(<module>)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\computation\expressions.py:63(_evaluate_standard)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:240(_has_complex_date_col)
      209    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\enum.py:670(__new__)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:371(_maybe_make_multi_index_columns)
      148    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        9    0.000    0.000    0.008    0.001 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\julia\core.py:185(__try_getattr)
        2    0.000    0.000    0.016    0.008 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\subprocess.py:1334(_execute_child)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:228(<listcomp>)
      198    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\_collections_abc.py:315(__subclasshook__)
       33    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
       64    0.000    0.000    0.000    0.000 {method 'index' of 'range' objects}
      187    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\series.py:523(_constructor)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\stylesheet.py:151(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(_fill_cache)
        1    0.000    0.000    0.001    0.001 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\input_output_function.py:376(get_time_series_data)
       96    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      189    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\construction.py:233(mgr_to_mgr)
       12    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:1705(_prefix_dfs_iterator)
      281    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:369(index_set)
       14    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       64    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\random.py:343(choice)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
       15    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\opendocument.py:214(__register_stylename)
       36    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
